id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-156.55263157894734	103.5	153.4	0	0	200	90	1.7	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
2	spot	0	103.5	260.7	0	0	200	90	1.7	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
3	spot	121.72631578947366	103.5	148.6	0	0	200	90	1.7	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
3	spot	-110.48421052631576	103.5	284.27368421052626	40	270	200	25	2.0	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
4	spot	5.0	103.5	284.27368421052626	40	270	200	25	2.0	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
5	spot	128.22631578947366	103.5	315.26448631578944	40	0	200	25	2.0	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
6	spot	128.22631578947366	103.5	221.29868842105262	40	0	200	25	2.0	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
7	spot	128.22631578947366	103.5	127.3328905263158	40	0	200	25	2.0	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
8	spot	128.22631578947366	103.5	33.36709263157894	40	0	200	25	2.0	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
9	spot	-64.11315789473683	103.5	170.84690526315788	60	180	200	40	3.6	0.9347800102068933,0.9491552395022538,0.9141018607898415,1
