id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	30.0	103.5	36.5	0	0	200	30	2.0	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
2	spot	55.66315789473684	103.5	78.4	0	0	200	60	2.0	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
3	spot	30.0	103.5	120.3	0	0	200	30	2.0	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
3	spot	-59.30263157894737	103.5	138.3315789473684	40	270	200	30	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
4	spot	-33.58157894736842	103.5	138.3315789473684	40	270	200	30	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
5	spot	-7.860526315789471	103.5	138.3315789473684	40	270	200	30	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
6	spot	17.86052631578947	103.5	138.3315789473684	40	270	200	30	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
7	spot	43.58157894736841	103.5	138.3315789473684	40	270	200	30	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
8	spot	69.30263157894736	103.5	138.3315789473684	40	270	200	30	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
9	spot	32.16315789473684	103.5	166.69894736842102	40	0	200	30	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
10	spot	32.16315789473684	103.5	100.42105263157892	40	0	200	30	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
11	spot	32.16315789473684	103.5	34.1431578947368	40	0	200	30	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
12	spot	0	103.5	99.41684210526314	60	180	200	40	3.6	0.8756460083314098,0.7474181216769457,0.9590975010049769,1
