id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-156.55263157894734	103.5	153.4	0	0	200	90	1.7	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
2	spot	0	103.5	307.5	0	0	200	90	1.7	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
3	spot	121.72631578947366	103.5	172.0	0	0	200	90	1.7	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
3	spot	-110.48421052631576	103.5	332.9210526315789	40	270	200	25	2.0	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
4	spot	5.0	103.5	332.9210526315789	40	270	200	25	2.0	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
5	spot	128.22631578947366	103.5	370.5370863157894	40	0	200	25	2.0	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
6	spot	128.22631578947366	103.5	284.742227368421	40	0	200	25	2.0	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
7	spot	128.22631578947366	103.5	198.94736842105263	40	0	200	25	2.0	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
8	spot	128.22631578947366	103.5	113.15250947368423	40	0	200	25	2.0	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
9	spot	128.22631578947366	103.5	27.35765052631581	40	0	200	25	2.0	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
10	spot	-64.11315789473683	103.5	194.98831578947363	60	180	200	40	3.6	0.7295289064538351,0.9073240332156985,0.9911126832630304,1
