ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/436/title_panel.png	-241.9473684210526,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/436/word_cloud.png	-260.2736842105263,38,253.8568421052631	0,0,1	0,1,0	-1,0,0	177.69978947368415	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/436/Japan Hokkaido large.png	-260.2736842105263,38,251.31827368421045	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
1	./Images/436/caption/caption0.png	-260.2736842105263,38,251.31827368421045	0,0,1	0,1,0	-1,0,0	35	-2	1	0.8	Wooden_thin2	-1:-1	23
3	./Images/436/AinuSan.jpg	0,38,506.43157894736834	1,0,0	0,1,0	0,0,1	-158.5157894736842	-10	0.2	4.5	Wooden_thin	-1:-1	3
4	./Images/436/caption/caption1.png	0,38,506.43157894736834	1,0,0	0,1,0	0,0,1	-136.5157894736842	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/436/Hokkaido-Japan-ISS-Space.png	0,38,506.43157894736834	1,0,0	0,1,0	0,0,1	5.0	-10	0.2	4.5	Wooden_thin	-1:-1	5
6	./Images/436/caption/caption2.png	0,38,506.43157894736834	1,0,0	0,1,0	0,0,1	27.0	-20	1.5	0.7	none(caption)	-1:-1	6
7	Images/436/table/fixed_地域生活経済圏としての区分.png	260.2736842105263,38,256.4210526315789	0,0,-1	0,1,0	1,0,0	207.33757578947365	-10	0.2	3.6599944944073632	Wooden_thin	-1:-1	7
8	Images/436/table/fixed_空港.png	260.2736842105263,38,256.4210526315789	0,0,-1	0,1,0	1,0,0	69.11252526315786	-10	0.2	5.082629340692417	Wooden_thin	-1:-1	8
9	Images/436/table/fixed_総合振興局・振興局（支庁）.png	260.2736842105263,38,256.4210526315789	0,0,-1	0,1,0	1,0,0	-69.11252526315792	-10	0.2	5.891087028669387	Wooden_thin	-1:-1	9
10	Images/436/table/fixed_近代（明治 - 昭和前期）.png	260.2736842105263,38,256.4210526315789	0,0,-1	0,1,0	1,0,0	-207.33757578947365	-10	0.2	8.567144647011755	Wooden_thin	-1:-1	10
