id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/22697/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-93.6	0,11.09834,0	1.4	1	13
2	Images/22697/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	1	14
3	Images/22697/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-62.39999999999999	0,11.09834,0	1.4	1	15
4	Images/22697/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	1	16
5	Images/22697/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	1	17
6	Images/22697/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999994	0,11.09834,0	1.4	1	18
7	Images/22697/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	1	19
8	Images/22697/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000009	0,11.09834,0	1.4	1	20
9	Images/22697/sec3/sec3_05.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	1	21
10	Images/22697/sec3/sec3_06.jpg,Wooden_thin2	4	7.699999999999999	46.80000000000001	0,11.09834,0	1.4	1	22
11	Images/22697/sec3/sec3_07.jpg,Wooden_thin2	4	7.699999999999999	62.400000000000006	0,11.09834,0	1.4	1	23
12	Images/22697/sec3/sec3_08.jpg,Wooden_thin2	4	7.699999999999999	78.0	0,11.09834,0	1.4	1	24
13	Images/22697/sec3/sec3_09.jpg,Wooden_thin2	4	7.699999999999999	93.6	0,11.09834,0	1.4	1	25
14	Images/22697/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	78.0	0,11.09834,0	1.4	2	26
15	Images/22697/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	62.4	0,11.09834,0	1.4	2	27
16	Images/22697/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	46.8	0,11.09834,0	1.4	2	28
17	Images/22697/sec5/sec5_03.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	2	29
18	Images/22697/sec5/sec5_04.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000001	0,11.09834,0	1.4	2	30
19	Images/22697/sec5/sec5_05.jpg,Wooden_thin2	4	7.699999999999999	-0.0	0,11.09834,0	1.4	2	31
20	Images/22697/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999994	0,11.09834,0	1.4	2	32
21	Images/22697/sec6/sec6_02.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000003	0,11.09834,0	1.4	2	33
22	Images/22697/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	2	34
23	Images/22697/sec7/sec7_02.jpg,Wooden_thin2	4	7.699999999999999	-62.400000000000006	0,11.09834,0	1.4	2	35
24	Images/22697/sec7/sec7_03.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	2	36
25	Images/22697/sec7/sec7_04.jpg,Wooden_thin2	4	7.699999999999999	-93.6	0,11.09834,0	1.4	3	37
26	Images/22697/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	3	38
27	Images/22697/sec8/sec8_02.jpg,Wooden_thin2	4	7.699999999999999	-62.39999999999999	0,11.09834,0	1.4	3	39
28	Images/22697/sec8/sec8_03.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	3	40
29	Images/22697/sec9/sec9_01.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	3	41
30	Images/22697/sec10/sec10_01.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999994	0,11.09834,0	1.4	3	42
31	Images/22697/sec10/sec10_02.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	3	43
32	Images/22697/sec10/sec10_03.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000009	0,11.09834,0	1.4	3	44
33	Images/22697/sec10/sec10_04.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	3	45
34	Images/22697/sec10/sec10_05.jpg,Wooden_thin2	4	7.699999999999999	46.80000000000001	0,11.09834,0	1.4	3	46
35	Images/22697/sec11/sec11_01.jpg,Wooden_thin2	4	7.699999999999999	62.400000000000006	0,11.09834,0	1.4	3	47
