id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	0	103.5	32.0	18	180	200	15	2.0	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
2	spot	0	103.5	69.4	18	0	200	60	2.0	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
3	spot	0	103.5	106.8	18	180	200	15	2.0	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
3	spot	0	103.5	29.675438596491226	38	180	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
4	spot	0	103.5	49.026315789473685	38	180	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
5	spot	0	103.5	68.37719298245614	38	180	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
6	spot	0	103.5	87.7280701754386	38	180	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
7	spot	0	103.5	107.07894736842104	38	180	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
8	spot	0	103.5	126.4298245614035	38	180	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
9	spot	0	103.5	135.66917293233084	38	0	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
10	spot	0	103.5	114.796992481203	38	0	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
11	spot	0	103.5	93.92481203007519	38	0	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
12	spot	0	103.5	73.05263157894737	38	0	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
13	spot	0	103.5	52.18045112781954	38	0	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
14	spot	0	103.5	31.30827067669172	38	0	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
15	spot	0	103.5	10.436090225563902	38	0	200	30	2	0.7026944836598508,0.9203756739593062,0.7408707216122774,1
