ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/318463/title_panel.png	-62.0,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/318463/title_panel.png	-62.0,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/318463/word_cloud.png	-148.2,38,148.1873684210526	0,0,1	0,1,0	-1,0,0	0	5	0.2	4	Wooden_thin2	-1:-1	23
2	./Images/318463/1099jerusalem.jpg	0,38,295.62631578947367	1,0,0	0,1,0	0,0,1	-61.599999999999994	-10	0.2	3	Wooden_thin	-1:-1	3
3	./Images/318463/caption/caption0.png	0,38,295.62631578947367	1,0,0	0,1,0	0,0,1	-41.599999999999994	-20	0.2	0.7	none(caption)	-1:-1	4
4	./Images/318463/Reception of Jews in Poland 1096.jpg	0,38,295.62631578947367	1,0,0	0,1,0	0,0,1	71.6	-10	0.2	3	Wooden_thin	-1:-1	5
5	./Images/318463/caption/caption1.png	0,38,295.62631578947367	1,0,0	0,1,0	0,0,1	91.6	-20	0.2	0.7	none(caption)	-1:-1	6
6	./Images/318463/First.Crusade.Map.jpg	148.2,38,149.68421052631578	0,0,-1	0,1,0	1,0,0	74.0936842105263	-10	0.2	3	Wooden_thin	-1:-1	7
7	./Images/318463/caption/caption2.png	148.2,38,149.68421052631578	0,0,-1	0,1,0	1,0,0	94.0936842105263	-20	0.2	0.7	none(caption)	-1:-1	8
8	./Images/318463/AntiochRamparts.jpg	148.2,38,149.68421052631578	0,0,-1	0,1,0	1,0,0	-74.0936842105263	-10	0.2	3	Wooden_thin	-1:-1	9
9	./Images/318463/caption/caption3.png	148.2,38,149.68421052631578	0,0,-1	0,1,0	1,0,0	-54.093684210526305	-20	0.2	0.7	none(caption)	-1:-1	10
